Season,Win,PSU Goals,Opponent Goals,Goal Differential,PSU Shots on Goal,Opponent Shots on Goal,Shot Differential,PSU Faceoff %,Opponent Faceoff %,Faceoff Differential,PSU Shooting %,Opponent Shooting %,PSU Save %,Opponent Save %,PSU Blocks,Opponent Blocks,PSU Penalty Minutes,Opponent Penalty Minutes,Win Percentage
2024-2025,0.5882352941176471,3.735294117647059,3.0294117647058822,0.7058823529411765,35.088235294117645,34.3235294117647,0.7647058823529411,51.48470588235294,48.51529411764706,2.9694117647058835,10.54972868324158,8.727416738977151,0.9127352941176471,0.8945882352941177,12.441176470588236,13.0,18.823529411764707,20.294117647058822,58.82352941176471
2025-2026,0.5882352941176471,3.735294117647059,3.0294117647058822,0.7058823529411765,35.088235294117645,34.3235294117647,0.7647058823529411,51.48470588235294,48.51529411764706,2.9694117647058835,10.54972868324158,8.727416738977151,0.9127352941176471,0.8945882352941177,12.441176470588236,13.0,18.823529411764707,20.294117647058822,58.82352941176471
